duration,dwell_alt,dwell_att,dwell_spd,dwell_vsp,dwell_otw,dwell_nos,dwell_oth
1082,0,0,0,0,0,1,0
631,0,0,0,0,1,0,0
271,0,0,0,0,0,1,0
1032,0,0,0,0,1,0,0
241,0,0,0,0,0,0,1
451,0,0,0,0,0,1,0
390,0,0,0,0,1,0,0
1323,0,0,0,0,0,1,0
1493,0,0,0,0,0,0,1
310,0,1,0,0,0,0,0
1283,1,0,0,0,0,0,0
3085,0,0,0,0,0,0,1
1382,0,0,0,0,1,0,0
10,0,0,0,0,0,0,1
1282,0,0,0,0,1,0,0
551,0,0,0,0,0,1,0
4889,0,0,0,0,1,0,0
381,0,0,0,0,0,0,1
3236,0,0,0,0,1,0,0
1433,0,0,0,0,0,0,1
451,0,0,0,0,0,1,0
240,0,0,0,0,1,0,0
4939,0,0,0,0,0,0,1
140,0,0,0,0,0,1,0
1803,0,0,0,0,1,0,0
201,0,0,0,0,0,1,0
2424,0,0,0,0,1,0,0
361,0,0,0,0,0,1,0
3326,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
1172,0,0,0,0,1,0,0
1493,0,0,0,0,0,1,0
150,0,0,0,0,1,0,0
1433,0,0,0,0,0,1,0
1934,0,0,0,0,1,0,0
1613,0,0,0,0,0,1,0
1041,0,0,0,0,1,0,0
280,0,0,0,0,0,1,0
5560,0,0,0,0,1,0,0
310,0,0,0,0,0,1,0
872,0,0,0,0,0,0,1
581,0,0,0,0,0,1,0
5349,0,0,0,0,0,0,1
200,0,0,0,0,0,1,0
5049,0,0,0,0,1,0,0
852,0,0,0,0,0,1,0
260,0,0,0,0,1,0,0
1162,0,0,0,0,0,1,0
2324,0,0,0,0,1,0,0
261,0,0,0,0,0,1,0
330,0,0,0,0,1,0,0
682,0,0,0,0,0,1,0
3907,0,0,0,0,1,0,0
