duration,dwell_alt,dwell_att,dwell_spd,dwell_vsp,dwell_otw,dwell_nos,dwell_oth
531,0,0,0,0,0,1,0
451,0,0,0,0,0,0,1
2054,0,0,0,0,1,0,0
340,0,0,0,0,0,0,1
151,0,0,0,0,0,1,0
471,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
121,0,0,0,0,1,0,0
100,0,0,0,0,0,0,1
60,0,0,0,0,1,0,0
60,0,0,0,0,0,0,1
241,0,0,0,0,1,0,0
270,0,0,0,0,0,0,1
2203,0,0,0,0,1,0,0
101,0,0,0,0,0,0,1
1773,0,0,0,0,1,0,0
251,0,0,0,0,0,1,0
1342,0,0,0,0,1,0,0
281,0,0,0,0,0,1,0
661,0,0,0,0,1,0,0
20,0,0,0,0,0,0,1
200,0,0,0,0,1,0,0
1313,0,0,0,0,0,1,0
170,0,0,0,0,1,0,0
60,0,0,0,0,0,0,1
1032,0,0,0,0,1,0,0
261,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1
230,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
2244,0,0,0,0,1,0,0
761,0,0,0,0,0,1,0
511,0,0,0,0,1,0,0
1293,0,0,0,0,0,1,0
2164,0,0,0,0,1,0,0
1182,0,0,0,0,0,1,0
240,0,0,0,0,1,0,0
191,0,0,0,0,0,1,0
1583,0,0,0,0,1,0,0
731,0,0,0,0,0,0,1
60,0,0,0,0,1,0,0
300,0,0,0,0,0,0,1
181,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
301,0,0,0,0,1,0,0
271,0,0,0,0,0,1,0
20,0,0,0,0,0,0,1
170,0,0,0,0,0,1,0
3797,0,0,0,0,1,0,0
551,0,0,0,0,0,1,0
2404,0,0,0,0,1,0,0
140,0,0,0,0,0,1,0
1282,0,0,0,0,1,0,0
470,0,0,0,0,0,1,0
