duration,dwell_alt,dwell_att,dwell_spd,dwell_vsp,dwell_otw,dwell_nos,dwell_oth
3857,0,0,0,0,0,1,0
822,1,0,0,0,0,0,0
731,0,0,0,0,0,1,0
1573,1,0,0,0,0,0,0
380,0,1,0,0,0,0,0
882,0,0,0,1,0,0,0
531,0,0,0,0,0,0,1
421,0,1,0,0,0,0,0
321,0,0,0,0,0,1,0
350,0,0,0,0,1,0,0
1042,0,0,0,0,0,1,0
500,0,0,0,0,1,0,0
2104,0,0,0,0,0,1,0
571,0,1,0,0,0,0,0
771,0,0,0,0,0,0,1
251,0,0,0,0,0,1,0
320,0,0,0,0,1,0,0
141,0,0,0,0,0,0,1
701,0,1,0,0,0,0,0
661,0,0,0,0,0,0,1
611,0,1,0,0,0,0,0
240,0,0,0,0,1,0,0
291,0,0,0,0,0,1,0
230,0,0,0,0,1,0,0
