duration,dwell_alt,dwell_att,dwell_spd,dwell_vsp,dwell_otw,dwell_nos,dwell_oth
331,0,0,0,0,0,1,0
942,0,0,0,0,0,0,1
230,0,0,0,0,1,0,0
20,0,0,0,0,0,0,1
541,0,0,0,0,0,1,0
81,0,0,0,0,1,0,0
51,0,0,0,0,0,1,0
50,0,0,0,0,0,0,1
210,0,0,0,0,1,0,0
20,0,0,0,0,0,0,1
350,0,0,0,0,1,0,0
191,0,0,0,0,0,1,0
641,0,0,0,0,0,0,1
201,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
210,0,0,0,0,0,1,0
652,0,0,0,0,1,0,0
170,0,0,0,0,0,0,1
471,0,0,0,0,1,0,0
70,0,0,0,0,0,0,1
591,0,0,0,0,0,1,0
81,0,0,0,0,0,0,1
300,0,0,0,0,1,0,0
141,0,0,0,0,0,1,0
30,0,0,0,0,0,0,1
481,0,0,0,0,1,0,0
1563,0,1,0,0,0,0,0
300,0,0,0,0,0,1,0
40,0,0,0,0,0,0,1
80,0,0,0,0,0,1,0
120,0,0,0,0,1,0,0
421,0,0,0,0,0,1,0
381,0,0,0,0,0,0,1
