duration,dwell_alt,dwell_att,dwell_spd,dwell_vsp,dwell_otw,dwell_nos,dwell_oth
12442,0,0,0,0,1,0,0
341,0,0,0,0,0,1,0
1663,0,0,0,0,1,0,0
90,0,0,0,0,0,0,1
2184,0,0,0,0,1,0,0
191,0,0,0,0,0,0,1
170,0,1,0,0,0,0,0
181,1,0,0,0,0,0,0
150,0,1,0,0,0,0,0
431,1,0,0,0,0,0,0
621,0,0,0,0,0,0,1
732,0,0,1,0,0,0,0
380,0,1,0,0,0,0,0
331,1,0,0,0,0,0,0
241,0,0,0,1,0,0,0
711,0,0,0,0,0,0,1
3026,0,0,0,0,1,0,0
190,0,0,0,0,0,0,1
521,0,0,0,0,1,0,0
1112,0,0,0,0,0,0,1
1994,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
771,0,0,0,0,1,0,0
251,0,0,0,0,0,0,1
4799,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
4167,0,0,0,0,1,0,0
170,0,0,0,0,0,0,1
1142,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
832,0,0,0,0,1,0,0
40,0,0,0,0,0,0,1
140,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
791,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
361,0,0,0,0,1,0,0
181,0,0,0,0,0,0,1
1763,0,0,0,0,1,0,0
20,0,0,0,0,0,0,1
1563,0,0,0,0,1,0,0
10,0,0,0,0,0,0,1
110,0,0,0,0,1,0,0
81,0,0,0,0,0,0,1
841,0,0,0,0,1,0,0
20,0,0,0,0,0,0,1
161,0,0,0,0,1,0,0
80,0,0,0,0,0,1,0
