duration,dwell_alt,dwell_att,dwell_spd,dwell_vsp,dwell_otw,dwell_nos,dwell_oth
321,0,0,0,0,1,0,0
240,0,0,0,0,0,0,1
1413,0,0,0,0,0,1,0
201,0,0,0,0,1,0,0
391,0,0,0,0,0,0,1
981,0,0,0,0,0,1,0
170,0,0,0,0,1,0,0
1122,0,0,0,0,0,1,0
541,0,0,0,0,1,0,0
2635,0,0,0,0,0,1,0
441,0,0,0,0,1,0,0
240,0,0,0,0,0,1,0
150,0,0,0,0,1,0,0
1773,0,0,0,0,0,1,0
591,0,0,0,0,1,0,0
350,0,0,0,0,0,1,0
2385,0,0,0,0,1,0,0
1453,0,0,0,0,0,1,0
270,0,0,0,0,1,0,0
1713,0,0,0,0,0,1,0
140,0,0,0,0,1,0,0
491,0,0,0,0,0,1,0
421,0,0,0,0,1,0,0
1142,0,0,0,0,0,1,0
80,0,0,0,0,1,0,0
431,0,0,0,0,0,1,0
170,0,0,0,0,1,0,0
260,0,0,0,0,0,1,0
321,0,0,0,0,1,0,0
471,0,0,0,0,0,1,0
261,0,0,0,0,1,0,0
331,0,0,0,0,0,1,0
150,0,0,0,0,1,0,0
591,0,0,0,0,0,1,0
60,0,0,0,0,1,0,0
2585,0,0,0,0,0,1,0
50,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
71,0,0,0,0,1,0,0
541,0,0,0,0,0,1,0
531,0,0,0,0,0,0,1
170,0,0,0,0,0,1,0
91,0,0,0,0,0,0,1
2284,0,0,0,0,0,1,0
230,0,0,0,0,1,0,0
460,0,0,0,0,0,1,0
131,0,0,0,0,1,0,0
60,0,0,0,0,0,0,1
431,0,0,0,0,0,1,0
341,0,0,0,0,1,0,0
912,0,0,0,0,0,1,0
70,0,0,0,0,1,0,0
140,0,0,0,0,0,1,0
441,0,0,0,0,1,0,0
1002,0,0,0,0,0,1,0
270,0,0,0,0,1,0,0
1383,0,0,0,0,0,1,0
431,0,0,0,0,1,0,0
611,0,0,0,0,0,1,0
360,0,0,0,0,1,0,0
982,0,0,0,0,0,1,0
481,0,0,0,0,1,0,0
541,0,0,0,0,0,1,0
61,0,0,0,0,0,0,1
341,0,0,0,0,1,0,0
912,0,0,0,0,0,1,0
681,0,0,0,0,1,0,0
251,0,0,0,0,0,1,0
50,0,0,0,0,1,0,0
471,0,0,0,0,0,1,0
240,0,0,0,0,1,0,0
541,0,0,0,0,0,1,0
51,0,0,0,0,1,0,0
881,0,0,0,0,0,1,0
220,0,0,0,0,1,0,0
872,0,0,0,0,0,1,0
150,0,0,0,0,1,0,0
300,0,0,0,0,0,1,0
141,0,1,0,0,0,0,0
70,0,0,1,0,0,0,0
170,0,0,0,0,0,0,1
4148,0,0,0,0,0,1,0
1493,0,0,0,0,1,0,0
2194,0,0,0,0,0,1,0
301,0,0,0,0,1,0,0
341,0,0,0,0,0,1,0
972,0,0,0,0,1,0,0
511,0,0,0,0,0,1,0
260,0,0,0,0,1,0,0
551,0,0,0,0,0,1,0
20,0,0,0,0,0,0,1
291,0,0,0,0,0,1,0
170,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
121,0,0,0,0,0,1,0
120,0,0,0,0,1,0,0
261,0,0,0,0,0,0,1
651,0,0,0,0,0,1,0
50,0,0,0,0,0,0,1
371,0,0,0,0,0,1,0
20,0,0,0,0,0,0,1
2855,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1
731,0,0,0,0,0,1,0
271,0,0,0,0,0,0,1
1593,0,0,0,0,0,1,0
10,0,0,0,0,0,0,1
661,0,0,0,0,1,0,0
