duration,dwell_alt,dwell_att,dwell_spd,dwell_vsp,dwell_otw,dwell_nos,dwell_oth
488,0,1,0,0,0,0,0
1243,0,0,0,0,1,0,0
120,0,0,0,0,0,0,1
441,0,1,0,0,0,0,0
1002,0,0,0,0,1,0,0
240,0,0,0,0,0,1,0
1243,0,0,0,0,1,0,0
60,0,0,0,0,0,0,1
100,0,0,0,0,1,0,0
150,0,0,0,0,0,0,1
61,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
90,0,0,0,0,1,0,0
160,0,0,0,0,0,0,1
1723,0,0,0,0,1,0,0
311,0,0,0,0,0,1,0
5189,0,1,0,0,0,0,0
722,0,0,0,0,0,0,1
310,0,0,0,1,0,0,0
1974,0,0,0,0,0,0,1
180,0,1,0,0,0,0,0
721,0,0,0,0,1,0,0
561,0,1,0,0,0,0,0
641,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
321,0,0,0,0,1,0,0
1763,0,0,0,0,0,0,1
641,0,0,0,0,0,1,0
982,0,1,0,0,0,0,0
3566,0,0,0,0,0,0,1
721,0,0,0,0,1,0,0
872,0,1,0,0,0,0,0
902,0,0,0,0,1,0,0
10,0,0,0,0,0,0,1
80,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
250,0,0,0,0,1,0,0
10,0,0,0,0,0,0,1
401,0,0,0,0,1,0,0
30,0,0,0,0,0,0,1
141,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1
50,0,0,0,0,1,0,0
841,0,0,0,0,0,0,1
260,0,0,0,0,0,1,0
912,0,0,0,0,1,0,0
801,0,0,0,0,0,1,0
