duration,dwell_alt,dwell_att,dwell_spd,dwell_vsp,dwell_otw,dwell_nos,dwell_oth
1012,0,0,0,0,0,0,1
631,0,1,0,0,0,0,0
110,0,0,0,0,1,0,0
1983,0,0,0,0,0,0,1
271,0,1,0,0,0,0,0
280,0,0,0,0,1,0,0
130,0,1,0,0,0,0,0
3566,0,0,0,0,0,0,1
571,0,1,0,0,0,0,0
3086,0,0,0,0,1,0,0
861,0,0,0,0,0,0,1
331,0,1,0,0,0,0,0
2925,0,0,0,0,0,0,1
2895,0,0,0,0,1,0,0
531,0,1,0,0,0,0,0
3376,0,0,0,0,0,0,1
411,0,1,0,0,0,0,0
1182,0,0,0,0,0,0,1
250,0,1,0,0,0,0,0
130,0,0,0,0,1,0,0
421,0,1,0,0,0,0,0
1212,0,0,0,0,0,0,1
390,0,1,0,0,0,0,0
2003,0,0,0,0,1,0,0
380,0,1,0,0,0,0,0
381,0,0,0,0,0,0,1
2465,0,0,0,0,1,0,0
