duration,dwell_alt,dwell_att,dwell_spd,dwell_vsp,dwell_otw,dwell_nos,dwell_oth
171,0,0,0,0,0,1,0
621,0,1,0,0,0,0,0
301,0,0,0,0,0,0,1
370,0,0,0,1,0,0,0
421,0,1,0,0,0,0,0
291,1,0,0,0,0,0,0
1623,0,1,0,0,0,0,0
110,1,0,0,0,0,0,0
401,0,1,0,0,0,0,0
551,1,0,0,0,0,0,0
331,0,1,0,0,0,0,0
1192,1,0,0,0,0,0,0
902,0,1,0,0,0,0,0
461,0,0,0,0,0,1,0
651,0,1,0,0,0,0,0
461,0,0,0,0,0,1,0
1202,0,1,0,0,0,0,0
211,0,0,0,1,0,0,0
931,0,1,0,0,0,0,0
631,0,0,0,0,0,1,0
320,1,0,0,0,0,0,0
2786,0,1,0,0,0,0,0
350,1,0,0,0,0,0,0
541,0,1,0,0,0,0,0
361,0,0,0,0,0,0,1
711,0,1,0,0,0,0,0
200,0,0,0,0,0,1,0
932,0,1,0,0,0,0,0
290,0,0,0,0,0,1,0
1452,0,1,0,0,0,0,0
60,0,0,0,0,1,0,0
1242,0,0,0,0,0,1,0
2084,0,1,0,0,0,0,0
170,1,0,0,0,0,0,0
6111,0,1,0,0,0,0,0
