duration,dwell_alt,dwell_att,dwell_spd,dwell_vsp,dwell_otw,dwell_nos,dwell_oth
85,0,0,0,0,0,0,1
951,0,1,0,0,0,0,0
380,0,0,0,0,0,1,0
70,0,0,0,0,0,0,1
821,1,0,0,0,0,0,0
591,0,1,0,0,0,0,0
40,0,0,0,0,0,0,1
521,0,0,0,0,0,1,0
3466,0,1,0,0,0,0,0
1081,0,0,0,0,0,1,0
4398,0,1,0,0,0,0,0
942,0,0,0,0,1,0,0
360,0,1,0,0,0,0,0
190,1,0,0,0,0,0,0
130,0,0,0,0,0,0,1
1172,1,0,0,0,0,0,0
661,0,0,0,0,0,1,0
30,0,0,0,0,0,0,1
511,0,0,0,0,1,0,0
2144,0,1,0,0,0,0,0
170,0,0,0,0,0,0,1
662,1,0,0,0,0,0,0
961,0,1,0,0,0,0,0
51,0,0,0,0,0,0,1
791,0,0,0,0,0,1,0
301,0,0,0,0,1,0,0
781,0,1,0,0,0,0,0
1152,1,0,0,0,0,0,0
661,0,1,0,0,0,0,0
461,0,0,0,0,1,0,0
221,0,0,0,0,0,0,1
310,0,0,0,0,1,0,0
70,0,0,0,0,0,0,1
231,0,0,0,0,0,1,0
942,0,1,0,0,0,0,0
40,0,0,0,0,0,0,1
791,0,1,0,0,0,0,0
181,0,0,0,0,0,0,1
130,1,0,0,0,0,0,0
