duration,dwell_alt,dwell_att,dwell_spd,dwell_vsp,dwell_otw,dwell_nos,dwell_oth
591,1,0,0,0,0,0,0
390,0,1,0,0,0,0,0
3246,0,0,0,0,0,1,0
801,0,0,0,0,0,0,1
150,1,0,0,0,0,0,0
591,0,0,0,0,0,0,1
390,0,0,0,0,0,1,0
721,1,0,0,0,0,0,0
190,0,0,0,1,0,0,0
470,0,0,0,0,1,0,0
180,0,0,0,0,0,0,1
561,1,0,0,0,0,0,0
130,0,0,0,0,0,0,1
641,0,0,0,0,0,1,0
2514,0,1,0,0,0,0,0
871,0,0,0,0,0,0,1
351,0,0,0,0,0,1,0
160,0,0,0,0,0,0,1
702,1,0,0,0,0,0,0
801,0,0,0,0,0,1,0
561,0,1,0,0,0,0,0
190,0,0,0,0,0,0,1
281,0,1,0,0,0,0,0
3406,0,0,0,0,0,1,0
331,0,0,0,0,1,0,0
2274,0,0,0,0,0,1,0
491,0,0,0,0,1,0,0
992,0,0,0,0,0,0,1
611,0,0,0,0,0,1,0
190,0,0,0,0,0,0,1
