duration,dwell_alt,dwell_att,dwell_spd,dwell_vsp,dwell_otw,dwell_nos,dwell_oth
1973,0,0,0,0,0,0,1
280,0,0,0,0,1,0,0
171,0,0,0,0,0,1,0
711,0,0,0,0,1,0,0
1573,0,0,0,0,0,1,0
1593,0,0,0,0,0,0,1
150,0,0,0,0,1,0,0
190,0,0,0,0,0,1,0
2554,0,0,0,0,1,0,0
261,0,0,0,0,0,1,0
270,0,0,0,0,1,0,0
821,0,0,0,0,0,1,0
1152,0,0,0,0,1,0,0
140,1,0,0,0,0,0,0
1974,0,0,0,0,0,0,1
491,1,0,0,0,0,0,0
90,0,1,0,0,0,0,0
982,0,0,0,0,1,0,0
962,0,0,0,0,0,1,0
1543,0,0,0,0,0,0,1
541,0,1,0,0,0,0,0
301,0,0,0,0,0,0,1
771,0,0,0,0,1,0,0
420,0,0,0,0,0,1,0
1522,0,0,0,0,1,0,0
2284,0,0,0,0,0,1,0
1803,0,0,0,0,0,0,1
561,0,0,0,0,0,1,0
